runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
16.9632,32834,65613,6826746,15369189,1147,1147,1082,1131,87,6128,19557,2450,594,10232,0,31940,691,202,55589,0,36732,838618,0.426278,0.183992,9.18041,0.389852,0.217821,0.107296,0.067685,0,0.768478,0.065056,0.714794,5.3169,5.60149,0.007861,WDG+R+C+T+BP with AStar,random-32-32-20-random-1.scen
