runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
16.7659,32834,65613,6826746,15369189,1147,1147,1082,1131,87,6128,19557,2450,594,10232,0,31940,691,202,55589,0,36732,838618,0.426278,0.183992,8.98657,0.35935,0.216236,0.106013,0.065152,0,0.763603,0.063691,0.722869,5.35334,5.63515,0.004552,WDG+R+C+T+BP with AStar,random-32-32-20-random-1.scen
17.1809,32834,65613,6826746,15369189,1147,1147,1082,1131,87,6128,19557,2450,594,10232,0,31940,691,202,55589,0,36732,838618,0.426278,0.183992,9.27507,0.364371,0.218838,0.110107,0.066084,0,0.769859,0.067596,0.721754,5.40578,5.69124,0.004622,WDG+R+C+T+BP with AStar,random-32-32-20-random-1.scen
