runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.142783,51,99,190336,299410,4241,3555,3485,3555,49,7,24,0,1,25,0,0,0,50,1,0,128,0,2.7,0.62,0.01655,4.9e-05,0.00239,1e-05,0.000733,0,0.004504,0.000107,0.004489,0.098294,0.100359,0.012529,WDG+R+C+T+BP with AStar,random-32-32-20-random-1.scen
