runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.037025,9,15,50656,61674,1176,1126,1082,1126,8,3,4,0,1,3,0,0,0,8,1,0,15,0,4.75,0.625,0.008211,7e-06,0.000144,8e-06,0.000105,0,0.000402,1.2e-05,0.000297,0.024571,0.024669,0.004158,WDG+R+C+T+BP with AStar,random-32-32-20-random-1.scen
0.039502,9,15,50656,61674,1176,1126,1082,1126,8,3,4,0,1,3,0,0,0,8,1,0,15,0,4.75,0.625,0.008387,1e-05,0.000144,8e-06,0.000128,0,0.000472,1.3e-05,0.000317,0.026355,0.026466,0.004361,WDG+R+C+T+BP with AStar,random-32-32-20-random-1.scen
