runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.012532,10,21,10758,20309,1177,1098,1082,1098,0,5,10,0,0,0,0,0,0,10,1,0,15,0,2.2,-0.1,0.005308,1.6e-05,0.000125,0,0,0,0.00035,8e-06,0.000204,0.003214,0.003296,0.004115,WDG with AStar,random-32-32-20-random-1.scen
0.012847,10,21,10758,20309,1177,1098,1082,1098,0,5,10,0,0,0,0,0,0,10,1,0,15,0,2.2,-0.1,0.005538,8e-06,0.00012,0,0,0,0.000347,5e-06,0.000197,0.003237,0.003312,0.004229,WDG with AStar,random-32-32-20-random-1.scen
