runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.003801,4,7,1115,3434,413,413,405,413,1,3,0,0,0,3,0,1,0,2,2,0,13,0,2.66667,-1.33333,0.001931,1.1e-05,3.2e-05,8e-06,9e-06,0,0.00036,1e-06,5.3e-05,0.00071,0.000738,0.002957,WDG+R+C+T+BP with AStar,random-32-32-20-random-1.scen
0.003754,4,7,1115,3434,413,413,405,413,1,3,0,0,0,3,0,1,0,2,2,0,13,0,2.66667,-1.33333,0.001987,1e-05,3.7e-05,1e-05,9e-06,0,0.000354,4e-06,5.3e-05,0.000697,0.000727,0.00291,WDG+R+C+T+BP with AStar,random-32-32-20-random-1.scen
