runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.05887,17,31,70572,98240,1999,1858,1812,1858,19,5,11,0,1,4,0,0,0,16,1,0,39,0,2.75,0.8125,0.009823,1.9e-05,0.000473,9e-06,0.00031,0,0.005264,2.1e-05,0.001014,0.036206,0.036582,0.007176,WDG+R+C+T+BP with AStar,random-32-32-20-random-1.scen
0.056675,17,31,70572,98240,1999,1858,1812,1858,19,5,11,0,1,4,0,0,0,16,1,0,39,0,2.75,0.8125,0.009502,1.9e-05,0.000459,8e-06,0.000304,0,0.004918,1.9e-05,0.000968,0.034844,0.035189,0.006816,WDG+R+C+T+BP with AStar,random-32-32-20-random-1.scen
